atomic_number,logtest,ldalabel,gnumarker,gnucolor
8,0.048258325,4,15,3978097
6,-0.028012553,9,11,35723
8,0.028640021,4,15,3978097
6,-0.028038653,9,11,35723
8,0.063099012,4,15,3978097
1,-0.063772287,2,5,10145074
1,-0.046398503,2,5,10145074
1,-0.055017426,2,5,10145074
1,0.042910637,11,3,1644912
1,-0.027693883,10,2,4734347
1,-0.03731389,6,3,9109643
1,-0.021559029,6,3,9109643
1,-0.028046041,43,13,16758465
1,-0.03728566,10,2,4734347
1,0.068008715,11,3,1644912
1,-0.019574071,10,2,4734347
1,-0.016972631,6,3,9109643
1,0.008641903,6,3,9109643
1,-0.013746118,43,13,16758465
1,0.020071471,10,2,4734347
1,-0.042233234,2,5,10145074
1,-0.031446986,2,5,10145074
1,-0.044488014,2,5,10145074
1,-0.011419686,10,2,4734347
1,-0.02752191,40,5,16752762
1,-0.000335553,10,2,4734347
1,-0.023615734,40,5,16752762
1,-0.020286296,10,2,4734347
1,-0.036571932,40,5,16752762
1,0.011195472,10,2,4734347
1,-0.026791798,40,5,16752762
6,-0.1189233,3,1,3329330
6,-0.166026724,2,5,10145074
6,-0.151466881,2,5,10145074
6,-0.160491376,2,5,10145074
6,-0.142953746,2,5,10145074
6,-0.160958016,2,5,10145074
6,-0.149574252,2,5,10145074
6,-0.171809818,2,5,10145074
6,-0.129728316,2,5,10145074
6,-0.131614053,2,5,10145074
6,-0.143100381,2,5,10145074
6,-0.110535683,2,5,10145074
6,-0.137523021,2,5,10145074
6,-0.119977902,2,5,10145074
6,-0.132313712,2,5,10145074
6,-0.142552884,2,5,10145074
6,-0.140538426,2,5,10145074
6,-0.153482268,2,5,10145074
6,-0.124922656,2,5,10145074
6,-0.131739802,2,5,10145074
6,-0.144593678,2,5,10145074
6,-0.143710324,2,5,10145074
6,-0.152451704,2,5,10145074
6,-0.129742638,2,5,10145074
6,-0.155837811,2,5,10145074
6,-0.142925379,2,5,10145074
6,-0.09896911,2,5,10145074
6,-0.005873533,23,3,6737322
8,0.008477101,8,5,6266528
8,-0.092187168,18,15,16738740
1,-0.110638717,1,7,10025880
1,-0.068746889,1,7,10025880
1,-0.113205428,1,7,10025880
1,-0.093307306,4,9,11529966
1,-0.098862055,4,9,11529966
1,-0.071729997,4,9,11529966
1,-0.096203682,4,9,11529966
1,-0.100867411,4,9,11529966
1,-0.099064564,4,9,11529966
1,-0.085004606,4,9,11529966
1,-0.092611463,4,9,11529966
1,-0.082617636,4,9,11529966
1,-0.095647391,4,9,11529966
1,-0.088650807,4,9,11529966
1,-0.086185865,4,9,11529966
1,-0.0816902,4,9,11529966
1,-0.077824997,4,9,11529966
1,-0.101450747,4,9,11529966
1,-0.098201248,4,9,11529966
1,-0.083879479,4,9,11529966
1,-0.092812333,4,9,11529966
1,-0.05080541,4,9,11529966
1,-0.078137834,4,9,11529966
1,-0.073052828,4,9,11529966
1,-0.058471684,4,9,11529966
1,-0.074049395,4,9,11529966
1,-0.059387489,4,9,11529966
1,-0.071299265,4,9,11529966
1,-0.079138454,4,9,11529966
1,-0.070162886,4,9,11529966
1,-0.071167173,4,9,11529966
1,-0.074656529,4,9,11529966
1,-0.063615486,4,9,11529966
1,-0.07537108,4,9,11529966
1,-0.124852984,4,9,11529966
1,-0.074417458,4,9,11529966
1,-0.064379835,4,9,11529966
1,-0.062076919,4,9,11529966
1,-0.070725424,4,9,11529966
1,-0.054178996,4,9,11529966
1,-0.07230064,4,9,11529966
1,-0.062478068,4,9,11529966
1,-0.065599274,4,9,11529966
1,-0.092294655,4,9,11529966
1,-0.084001538,4,9,11529966
1,-0.077097267,4,9,11529966
1,-0.09717873,4,9,11529966
1,-0.103283464,4,9,11529966
1,-0.075676768,4,9,11529966
1,-0.075166293,4,9,11529966
1,-0.076784299,4,9,11529966
1,-0.068965342,4,9,11529966
1,-0.072999491,4,9,11529966
1,-0.03540351,4,9,11529966
1,-0.057894598,4,9,11529966
1,-0.024253126,46,1,14381203
6,-0.084189455,3,1,3329330
6,-0.032033646,26,1,16766720
8,-0.10577499,17,3,16716947
7,-0.001503954,12,7,15787660
6,-0.000271901,11,3,1644912
6,-0.033083164,2,5,10145074
6,-0.038888457,2,5,10145074
6,-0.013815058,6,3,9109643
7,0.182579173,3,1,6737322
6,-0.033171563,23,3,6737322
8,0.002830823,8,5,6266528
8,-0.122215359,18,15,16738740
1,-0.040906741,1,7,10025880
1,-0.069540127,1,7,10025880
1,-0.062461648,1,7,10025880
1,-0.087401807,32,13,16753920
1,0.009615578,9,11,35723
1,-0.082465241,4,9,11529966
1,-0.111445912,4,9,11529966
1,0.044219367,4,9,11529966
1,-0.063479443,4,9,11529966
1,0.00657232,5,1,3978097
1,0.018969415,5,1,3978097
1,-0.063357389,24,5,16768685
1,-0.028876279,24,5,16768685
1,-0.030336967,46,1,14381203
6,-0.063981409,3,1,3329330
6,-0.018176759,18,13,9419919
6,-0.049295183,3,1,3329330
6,-0.187507035,19,5,32768
6,-0.196348802,2,5,10145074
6,-0.178224935,19,5,32768
6,-0.087016127,18,13,9419919
6,-0.066450068,3,1,3329330
6,-0.15254736,19,5,32768
6,-0.205411114,49,5,16774638
1,-0.064481204,1,7,10025880
1,-0.032961797,1,7,10025880
1,-0.060922004,1,7,10025880
1,-0.026498781,1,7,10025880
1,-0.01164823,1,7,10025880
1,-0.083599761,1,7,10025880
1,-0.150184134,12,15,9699539
1,-0.053422628,4,9,11529966
1,-0.059450756,4,9,11529966
1,-0.147701069,12,15,9699539
1,-0.090275501,1,7,10025880
1,-0.082776706,1,7,10025880
1,-0.076465881,1,7,10025880
1,-0.12092797,12,15,9699539
1,-0.080803502,56,7,7048739
1,-0.012654542,56,7,7048739
6,-0.005301397,8,7,8388736
7,-0.075621472,12,7,15787660
6,-0.111851655,27,3,16711935
7,-0.139802012,18,15,16738740
6,-0.240653932,34,15,14381203
7,-0.1764286,18,15,16738740
6,-0.14318626,27,3,16711935
6,-0.007717126,33,1,8087790
7,-0.069463849,12,7,15787660
6,-0.119689772,34,15,14381203
7,-0.166253123,18,15,16738740
1,0.025139868,3,1,3329330
1,-0.043900883,3,1,3329330
1,0.063958008,3,1,3329330
1,-0.084996802,32,13,16753920
1,0.0587257,16,1,9055202
1,-0.000325622,32,13,16753920
1,0.159587405,16,1,9055202
6,-0.105383224,1,7,10025880
6,-0.134757964,2,5,10145074
6,-0.134344699,2,5,10145074
6,-0.149234307,1,7,10025880
6,-0.133198775,1,7,10025880
6,-0.130630102,2,5,10145074
6,-0.145875898,2,5,10145074
6,-0.102211808,1,7,10025880
6,-0.090900408,2,5,10145074
6,-0.023694781,9,11,35723
8,0.023682912,4,15,3978097
6,-0.094379536,2,5,10145074
6,-0.123713729,2,5,10145074
6,-0.18310933,0,13,2263842
6,-0.115020931,3,1,3329330
6,-0.193912098,1,7,10025880
6,-0.153489983,2,5,10145074
6,-0.165336798,2,5,10145074
6,-0.124492069,0,13,2263842
6,-0.12585683,3,1,3329330
6,-0.1017132,1,7,10025880
6,-0.153960437,3,1,3329330
6,-0.122773223,2,5,10145074
6,-0.133775379,2,5,10145074
6,-0.134878376,2,5,10145074
6,-0.115079015,1,7,10025880
6,-0.146107921,3,1,3329330
6,-0.125971539,3,1,3329330
1,-0.107026426,8,7,3100495
1,-0.065288448,4,9,11529966
1,-0.068600757,4,9,11529966
1,-0.106967939,4,9,11529966
1,-0.095432228,4,9,11529966
1,-0.134081953,8,7,3100495
1,-0.08495908,8,7,3100495
1,-0.112089513,4,9,11529966
1,-0.102429966,4,9,11529966
1,-0.066543063,4,9,11529966
1,-0.072429997,4,9,11529966
1,-0.091084988,8,7,3100495
1,-0.056623149,4,9,11529966
1,-0.058093534,4,9,11529966
1,-0.032310673,10,2,4734347
1,-0.027694409,40,5,16752762
1,-0.046967839,4,9,11529966
1,-0.044889514,4,9,11529966
1,-0.065081335,4,9,11529966
1,-0.097182931,4,9,11529966
1,-0.057363001,1,7,10025880
1,-0.080486844,1,7,10025880
1,-0.056167121,1,7,10025880
1,-0.158026046,8,7,3100495
1,-0.108288336,4,9,11529966
1,-0.098821078,4,9,11529966
1,-0.088023599,4,9,11529966
1,-0.059913163,4,9,11529966
1,-0.071701679,1,7,10025880
1,-0.076049731,1,7,10025880
1,-0.102054616,1,7,10025880
1,-0.082508915,8,7,3100495
1,-0.06450187,1,7,10025880
1,-0.120534362,1,7,10025880
1,-0.067916636,1,7,10025880
1,-0.073174484,4,9,11529966
1,-0.05846222,4,9,11529966
1,-0.059612532,4,9,11529966
1,-0.129338375,4,9,11529966
1,-0.078017604,4,9,11529966
1,-0.106175619,4,9,11529966
1,-0.086440901,8,7,3100495
1,-0.046669934,1,7,10025880
1,-0.087542253,1,7,10025880
1,-0.060256528,1,7,10025880
1,-0.091536006,1,7,10025880
1,-0.087258642,1,7,10025880
1,-0.094157005,1,7,10025880
6,-0.037385626,3,1,3329330
6,0.014107384,1,7,10025880
6,-0.049395494,2,5,10145074
6,-0.005592569,2,5,10145074
6,-0.02263976,23,3,6737322
8,-0.028605944,8,5,6266528
8,-0.102285666,18,15,16738740
6,0.004719828,23,3,6737322
8,-0.019197015,8,5,6266528
8,-0.075503695,18,15,16738740
1,-0.025518245,1,7,10025880
1,-0.064778513,1,7,10025880
1,-0.050628066,1,7,10025880
1,-0.021288071,8,7,3100495
1,-0.077147529,4,9,11529966
1,-0.056659684,4,9,11529966
1,-0.022705501,4,9,11529966
1,-0.015226237,4,9,11529966
1,-0.006575619,46,1,14381203
1,-0.017883039,46,1,14381203
8,0.046430297,4,15,3978097
6,0.076358952,9,11,35723
6,0.012318235,2,5,10145074
6,-0.003116861,23,3,6737322
8,0.010780304,8,5,6266528
8,-0.102151602,18,15,16738740
6,-0.048453047,2,5,10145074
6,0.011374375,23,3,6737322
8,0.017790751,8,5,6266528
8,-0.081449208,18,15,16738740
1,-0.000905532,40,5,16752762
1,-0.058687619,10,2,4734347
1,0.021438774,4,9,11529966
1,0.035778581,4,9,11529966
1,-0.015232398,46,1,14381203
1,0.023852632,4,9,11529966
1,-0.009633128,4,9,11529966
1,0.001327414,46,1,14381203
8,-0.07894605,7,2,11393254
6,-0.088056607,22,5,3100495
6,-0.102044588,19,5,32768
6,-0.177927649,18,13,9419919
6,-0.183483803,18,13,9419919
6,-0.152936789,22,5,3100495
8,-0.203147724,1,7,16747520
6,-0.127007411,23,3,6737322
8,-0.216034857,18,15,16738740
6,-0.174228617,18,13,9419919
6,-0.109294175,19,5,32768
6,-0.089221512,22,5,3100495
8,-0.071604683,7,2,11393254
6,-0.129004735,22,5,3100495
8,-0.071411158,7,2,11393254
6,-0.140487705,22,5,3100495
8,-0.206595064,1,7,16747520
6,-0.109744839,23,3,6737322
8,-0.210387803,18,15,16738740
6,-0.185600296,18,13,9419919
6,-0.137197776,22,5,3100495
8,-0.074222009,7,2,11393254
1,-0.033976039,44,7,16738740
1,-0.106790855,12,15,9699539
1,-0.108200029,12,15,9699539
1,-0.036029772,44,7,16738740
1,-0.033911149,44,7,16738740
1,-0.03388075,44,7,16738740
6,-0.062015382,8,7,8388736
7,-0.114663132,15,11,16758465
6,-0.065172458,28,7,16738740
6,0.035158064,19,5,32768
6,-0.0553522,26,1,16766720
8,-0.087671878,17,3,16716947
7,-0.076127248,15,11,16758465
6,0.0478384,8,7,8388736
6,-0.203685171,29,11,16716947
8,-0.071143226,21,5,8388736
1,-0.133551396,3,1,3329330
1,-0.099108923,3,1,3329330
1,-0.09484973,3,1,3329330
1,0.001524326,14,5,41690
1,-0.059036133,12,15,9699539
1,-0.103850125,3,1,3329330
1,-0.117429113,3,1,3329330
1,-0.110374515,3,1,3329330
6,-0.009797842,3,1,3329330
6,0.046140524,18,13,9419919
6,-0.163679847,19,5,32768
6,-0.023296101,23,3,6737322
8,-0.079574149,8,5,6266528
8,-0.104781247,18,15,16738740
6,-0.008160699,23,3,6737322
8,-0.033953915,8,5,6266528
8,-0.112542283,18,15,16738740
1,0.016735376,1,7,10025880
1,-0.055918325,1,7,10025880
1,-0.096530024,1,7,10025880
1,-0.103208764,12,15,9699539
1,-0.031272918,46,1,14381203
1,-0.040333137,46,1,14381203
6,-0.10530758,8,7,8388736
7,-0.123536123,15,11,16758465
6,-0.051471495,8,7,8388736
6,-0.097575851,27,3,16711935
7,-0.148684333,18,15,16738740
6,-0.19531462,34,15,14381203
7,-0.185780543,18,15,16738740
6,-0.159874178,27,3,16711935
6,0.003770447,33,1,8087790
7,-0.051111472,12,7,15787660
6,-0.107107226,34,15,14381203
7,-0.165416736,18,15,16738740
1,-0.029549335,3,1,3329330
1,0.033623017,3,1,3329330
1,-0.007527732,3,1,3329330
1,0.028035632,3,1,3329330
1,0.008979343,3,1,3329330
1,0.088733192,3,1,3329330
1,0.059130916,16,1,9055202
1,-0.048896194,32,13,16753920
1,0.18067114,16,1,9055202
6,-0.13219464,3,1,3329330
6,-0.168148408,2,5,10145074
6,-0.152839572,2,5,10145074
6,-0.168058913,2,5,10145074
6,-0.168843879,2,5,10145074
6,-0.158449805,2,5,10145074
6,-0.154567122,2,5,10145074
6,-0.179580108,2,5,10145074
6,-0.185873114,2,5,10145074
6,-0.197165353,2,5,10145074
6,-0.179814959,2,5,10145074
6,-0.15250325,2,5,10145074
6,-0.163499221,2,5,10145074
6,-0.082862563,2,5,10145074
6,0.002673913,23,3,6737322
8,-0.003538579,8,5,6266528
8,-0.113652923,18,15,16738740
1,-0.088423217,1,7,10025880
1,-0.119893154,1,7,10025880
1,-0.102542093,1,7,10025880
1,-0.118731691,4,9,11529966
1,-0.109261864,4,9,11529966
1,-0.109986955,4,9,11529966
1,-0.082488227,4,9,11529966
1,-0.096740461,4,9,11529966
1,-0.094858278,4,9,11529966
1,-0.105264741,4,9,11529966
1,-0.102502399,4,9,11529966
1,-0.113472325,4,9,11529966
1,-0.104267619,4,9,11529966
1,-0.075963384,4,9,11529966
1,-0.108955694,4,9,11529966
1,-0.121476471,4,9,11529966
1,-0.107963327,4,9,11529966
1,-0.129170223,4,9,11529966
1,-0.098655053,4,9,11529966
1,-0.141075533,4,9,11529966
1,-0.104478761,4,9,11529966
1,-0.072093939,4,9,11529966
1,-0.100035219,4,9,11529966
1,-0.077629258,4,9,11529966
1,-0.078480841,4,9,11529966
1,-0.114031381,4,9,11529966
1,-0.072307724,4,9,11529966
1,-0.039276366,4,9,11529966
1,-0.043864972,4,9,11529966
1,-0.011004612,46,1,14381203
6,-0.106360931,1,7,10025880
6,-0.054052304,2,5,10145074
6,-0.017485227,2,5,10145074
6,-0.073013081,1,7,10025880
6,-0.074033658,22,5,3100495
6,-0.19444732,3,1,3329330
8,-0.100774714,15,11,16758465
6,-0.134205227,0,13,2263842
6,-0.091514288,3,1,3329330
6,-0.071002015,2,5,10145074
6,-0.087975466,9,11,35723
8,0.008478964,4,15,3978097
6,-0.089370916,1,7,10025880
6,-0.148369173,1,7,10025880
6,-0.113941682,2,5,10145074
6,-0.107454617,2,5,10145074
6,-0.112301081,18,13,9419919
6,-0.10211249,19,5,32768
6,-0.04501729,22,5,3100495
8,-0.078591421,15,11,16758465
6,-0.069869006,2,5,10145074
6,-0.041132435,2,5,10145074
6,-0.160595879,0,13,2263842
6,-0.066720917,3,1,3329330
1,-0.057060204,8,7,3100495
1,-0.043256936,4,9,11529966
1,-0.04810988,4,9,11529966
1,-0.014065876,4,9,11529966
1,-0.060515431,4,9,11529966
1,-0.055669141,8,7,3100495
1,-0.071052134,1,7,10025880
1,-0.047483989,1,7,10025880
1,-0.077993108,1,7,10025880
1,-0.066440811,1,7,10025880
1,-0.063681954,1,7,10025880
1,-0.061365486,1,7,10025880
1,-0.039165749,4,9,11529966
1,-0.058381003,4,9,11529966
1,-0.037225482,10,2,4734347
1,-0.024847658,40,5,16752762
1,-0.04077041,8,7,3100495
1,-0.037544859,8,7,3100495
1,-0.065156095,4,9,11529966
1,-0.076830002,4,9,11529966
1,-0.110654457,4,9,11529966
1,-0.090155891,4,9,11529966
1,-0.057516405,12,15,9699539
1,-0.032857436,4,9,11529966
1,-0.042452786,4,9,11529966
1,-0.075188956,4,9,11529966
1,-0.043690736,4,9,11529966
1,-0.037357976,1,7,10025880
1,-0.056732878,1,7,10025880
1,-0.041594269,1,7,10025880
6,0.103522546,3,1,3329330
6,0.144286637,9,11,35723
6,0.116306333,3,1,3329330
8,0.10035474,4,15,3978097
1,0.05588684,1,7,10025880
1,0.101205222,1,7,10025880
1,-0.004993003,1,7,10025880
1,0.042770321,10,2,4734347
1,0.033077358,1,7,10025880
1,0.096477852,1,7,10025880
1,0.091448555,1,7,10025880
1,0.036221202,40,5,16752762
8,0.007178889,8,5,6266528
6,-0.030035703,23,3,6737322
8,-0.161145777,18,15,16738740
6,-0.147170046,6,3,9109643
7,-0.0043075,12,7,15787660
6,-0.053279409,26,1,16766720
8,-0.110742421,17,3,16716947
6,-0.029449425,2,5,10145074
6,-0.043337511,1,7,10025880
6,-0.062417114,3,1,3329330
6,-0.025070842,3,1,3329330
1,-0.015691057,46,1,14381203
1,-0.067760081,5,1,3978097
1,-0.072811312,5,1,3978097
1,-0.025025143,32,13,16753920
1,-0.001152499,4,9,11529966
1,-0.026046998,4,9,11529966
1,-0.082209181,8,7,3100495
1,-0.023290368,1,7,10025880
1,-0.026612259,1,7,10025880
1,-0.047326967,1,7,10025880
1,-0.024162832,1,7,10025880
1,-0.016472482,1,7,10025880
1,-0.047243265,1,7,10025880
6,-0.064762678,3,1,3329330
6,-0.083945858,18,13,9419919
6,-0.106645803,19,5,32768
6,-0.139147771,19,5,32768
6,-0.128036083,19,5,32768
6,-0.092742168,18,13,9419919
6,-0.085658828,3,1,3329330
6,-0.086565418,19,5,32768
6,-0.128352504,19,5,32768
6,-0.161197311,18,13,9419919
6,-0.096875484,18,13,9419919
6,-0.099551307,3,1,3329330
6,-0.108683771,2,5,10145074
6,-0.114046166,2,5,10145074
6,-0.109810797,2,5,10145074
6,-0.110505187,0,13,2263842
6,-0.144042596,3,1,3329330
6,-0.147028796,3,1,3329330
6,-0.167760997,19,5,32768
6,-0.059352066,21,13,2003199
8,-0.022152904,16,1,16770273
1,-0.033536663,1,7,10025880
1,-0.026872797,1,7,10025880
1,-0.097433712,1,7,10025880
1,-0.047063937,12,15,9699539
1,-0.089765851,12,15,9699539
1,-0.127178584,12,15,9699539
1,-0.081944757,1,7,10025880
1,-0.084425845,1,7,10025880
1,-0.089618143,1,7,10025880
1,-0.092211295,12,15,9699539
1,-0.047911071,12,15,9699539
1,-0.066268046,1,7,10025880
1,-0.055403498,1,7,10025880
1,-0.108572799,1,7,10025880
1,-0.057117293,4,9,11529966
1,-0.058969957,4,9,11529966
1,-0.064864403,4,9,11529966
1,-0.049042764,4,9,11529966
1,-0.044007147,4,9,11529966
1,-0.069769801,4,9,11529966
1,-0.08392431,1,7,10025880
1,-0.058413633,1,7,10025880
1,-0.051669647,1,7,10025880
1,-0.069935033,1,7,10025880
1,-0.056436921,1,7,10025880
1,-0.064847845,1,7,10025880
1,-0.050182827,12,15,9699539
1,0.013177973,13,11,8421376
6,-0.152614608,3,1,3329330
6,-0.018034707,26,1,16766720
8,-0.10196302,17,3,16716947
7,-0.084081193,12,7,15787660
6,0.017766074,11,3,1644912
6,-0.069007147,2,5,10145074
6,-0.188007448,18,13,9419919
6,-0.157531698,19,5,32768
6,-0.160385405,19,5,32768
6,-0.158790552,19,5,32768
6,-0.142996196,19,5,32768
6,-0.127078598,19,5,32768
6,-0.050509217,23,3,6737322
8,-0.014388191,8,5,6266528
8,-0.124155549,18,15,16738740
1,-0.040919176,1,7,10025880
1,-0.032380748,1,7,10025880
1,-0.068270169,1,7,10025880
1,-0.038403267,32,13,16753920
1,-0.009210494,9,11,35723
1,-0.109473026,4,9,11529966
1,-0.099058026,4,9,11529966
1,-0.072715548,12,15,9699539
1,-0.050704548,12,15,9699539
1,-0.070694832,12,15,9699539
1,-0.06189477,12,15,9699539
1,-0.065309863,12,15,9699539
1,-0.020518025,46,1,14381203
8,-0.009167087,21,5,8388736
6,-0.11124237,29,11,16716947
7,-0.16119294,12,7,15787660
6,-0.054589425,27,3,16711935
6,-0.035357894,33,1,8087790
7,-0.138713022,12,7,15787660
6,-0.048872013,26,1,16766720
8,-0.099875513,17,3,16716947
7,-0.161534752,12,7,15787660
6,-0.350423333,29,11,16716947
8,-0.075235607,21,5,8388736
7,-0.16814383,12,7,15787660
1,-0.064788597,32,13,16753920
1,-0.074241298,32,13,16753920
1,-0.07137805,32,13,16753920
1,-0.061258297,32,13,16753920
6,-0.055854055,3,1,3329330
6,-0.067396409,18,13,9419919
6,-0.119355246,22,5,3100495
8,-0.066118704,7,2,11393254
6,-0.100806082,18,13,9419919
6,-0.091875576,3,1,3329330
6,-0.188461563,22,5,3100495
8,-0.186493077,1,7,16747520
6,-0.1120332,21,13,2003199
6,-0.139854975,18,13,9419919
6,-0.084725374,22,5,3100495
8,-0.119109858,15,11,16758465
6,-0.141131983,18,13,9419919
6,-0.134128623,22,5,3100495
8,-0.088248037,7,2,11393254
6,-0.195566333,18,13,9419919
6,-0.09949148,19,5,32768
6,-0.084105374,19,5,32768
6,-0.10287329,22,5,3100495
8,-0.040074725,7,2,11393254
6,-0.104399826,19,5,32768
6,-0.082878157,19,5,32768
1,-0.076339973,1,7,10025880
1,-0.039320158,1,7,10025880
1,-0.017227062,1,7,10025880
1,-0.052507798,44,7,16738740
1,-0.018828926,1,7,10025880
1,-0.045028056,1,7,10025880
1,-0.061451576,1,7,10025880
1,-0.118215333,13,11,8421376
1,-0.064146162,44,7,16738740
1,-0.109661637,12,15,9699539
1,-0.075603317,12,15,9699539
1,-0.019153316,44,7,16738740
1,-0.07458551,12,15,9699539
1,-0.11537673,12,15,9699539
6,-0.159006642,7,2,4620980
8,-0.100237437,1,7,16747520
6,-0.115551914,22,5,3100495
6,-0.124237516,19,5,32768
6,-0.120336904,18,13,9419919
6,-0.123459711,19,5,32768
6,-0.092788401,22,5,3100495
8,-0.090506231,1,7,16747520
6,-0.128144565,7,2,4620980
6,-0.073826231,22,5,3100495
8,-0.015744513,7,2,11393254
6,-0.06636656,23,3,6737322
8,-0.065984204,18,15,16738740
8,-0.015915355,1,7,16747520
6,-0.021650716,9,11,35723
6,-0.052318288,2,5,10145074
6,-0.090453309,18,13,9419919
6,-0.094787399,19,5,32768
6,-0.06092371,19,5,32768
6,-0.111276884,22,5,3100495
8,-0.05012358,7,2,11393254
6,-0.079755342,19,5,32768
6,-0.058767389,19,5,32768
6,-0.042230555,9,11,35723
8,-0.015493339,4,15,3978097
6,-0.101706478,18,13,9419919
6,-0.123807401,19,5,32768
6,-0.0885532,19,5,32768
6,-0.102162795,22,5,3100495
8,-0.02861113,7,2,11393254
6,-0.077073843,19,5,32768
6,-0.101720613,22,5,3100495
8,-0.06546075,1,7,16747520
6,-0.117844854,7,2,4620980
1,-0.108402329,2,5,10145074
1,-0.077579041,2,5,10145074
1,-0.106405851,2,5,10145074
1,-0.051613473,12,15,9699539
1,-0.048195842,12,15,9699539
1,-0.103766387,2,5,10145074
1,-0.10825123,2,5,10145074
1,-0.065439825,2,5,10145074
1,-0.027571669,44,7,16738740
1,-0.009497172,10,2,4734347
1,-0.020963645,4,9,11529966
1,-0.015812343,4,9,11529966
1,-0.055835146,12,15,9699539
1,-0.059506847,12,15,9699539
1,-0.025974703,44,7,16738740
1,-0.055080257,12,15,9699539
1,-0.056099352,12,15,9699539
1,-0.006993484,10,2,4734347
1,-0.027597809,40,5,16752762
1,-0.028992947,12,15,9699539
1,-0.053838069,12,15,9699539
1,-0.015848411,44,7,16738740
1,-0.027859874,12,15,9699539
1,-0.069038289,2,5,10145074
1,-0.112020976,2,5,10145074
1,-0.090456514,2,5,10145074
6,-0.133304176,7,2,4620980
8,-0.082445166,1,7,16747520
6,-0.083600596,22,5,3100495
6,-0.109388487,19,5,32768
6,-0.111631916,18,13,9419919
6,-0.083204026,19,5,32768
6,-0.100541101,22,5,3100495
8,-0.106962372,1,7,16747520
6,-0.173072246,7,2,4620980
6,-0.074676495,22,5,3100495
8,-0.004953356,7,2,11393254
6,-0.071444131,23,3,6737322
8,-0.051102121,18,15,16738740
8,-0.037664545,1,7,16747520
6,-0.061235439,9,11,35723
6,-0.092855088,2,5,10145074
6,-0.151226011,18,13,9419919
6,-0.11152467,19,5,32768
6,-0.057909617,19,5,32768
6,-0.10635637,22,5,3100495
8,0.016298479,7,2,11393254
6,-0.131157671,18,13,9419919
6,-0.079014362,2,5,10145074
6,-0.139496468,19,5,32768
6,-0.040767666,18,13,9419919
6,-0.057462434,3,1,3329330
6,-0.047367307,3,1,3329330
6,-0.105803978,19,5,32768
6,-0.047562774,9,11,35723
8,0.031163828,4,15,3978097
6,-0.108725287,18,13,9419919
6,-0.079044711,19,5,32768
6,-0.067274475,19,5,32768
6,-0.107939653,22,5,3100495
8,-0.026290264,7,2,11393254
6,-0.054026695,19,5,32768
6,-0.095138905,22,5,3100495
8,-0.053379954,1,7,16747520
6,-0.099528486,7,2,4620980
1,-0.104858258,2,5,10145074
1,-0.123306484,2,5,10145074
1,-0.096212546,2,5,10145074
1,-0.054782285,12,15,9699539
1,-0.053537063,12,15,9699539
1,-0.065632268,2,5,10145074
1,-0.053386189,2,5,10145074
1,-0.123736599,2,5,10145074
1,-0.018549937,44,7,16738740
1,-0.027081453,10,2,4734347
1,-0.024051552,4,9,11529966
1,-0.05602381,4,9,11529966
1,-0.110842976,12,15,9699539
1,-0.116156666,12,15,9699539
1,-0.02786673,44,7,16738740
1,-0.076705645,4,9,11529966
1,-0.051254743,4,9,11529966
1,-0.094206823,12,15,9699539
1,-0.021699222,1,7,10025880
1,-0.015593225,1,7,10025880
1,-0.057761178,1,7,10025880
1,-0.0024867,1,7,10025880
1,-0.064755291,1,7,10025880
1,-0.049936073,1,7,10025880
1,-0.058888144,12,15,9699539
1,-0.039878996,10,2,4734347
1,-0.033770679,40,5,16752762
1,-0.061417572,12,15,9699539
1,-0.073802154,12,15,9699539
1,-0.02433476,44,7,16738740
1,-0.034661436,12,15,9699539
1,-0.058860628,2,5,10145074
1,-0.061955203,2,5,10145074
1,-0.086000453,2,5,10145074
6,-0.052870345,3,1,3329330
6,-0.086449336,18,13,9419919
6,-0.143909045,22,5,3100495
8,-0.053387253,7,2,11393254
6,-0.088594666,18,13,9419919
6,-0.087412105,21,13,2003199
8,-0.126015691,16,1,16770273
6,-0.115881583,22,5,3100495
8,-0.099139426,1,7,16747520
6,-0.117421603,5,1,11529966
6,-0.067221742,1,7,10025880
6,-0.129686951,2,5,10145074
6,-0.131053044,18,13,9419919
6,-0.104700564,19,5,32768
6,-0.098674946,19,5,32768
6,-0.117606252,22,5,3100495
8,-0.140627308,1,7,16747520
6,-0.139984753,14,5,4286945
8,-0.119996443,1,7,16747520
6,-0.116099666,22,5,3100495
6,-0.086070294,19,5,32768
6,-0.036924278,22,5,3100495
8,-0.104070457,15,11,16758465
6,-0.105954129,18,13,9419919
6,-0.138613348,22,5,3100495
8,-0.066429337,7,2,11393254
1,-0.018819207,1,7,10025880
1,-0.045451093,1,7,10025880
1,-0.014901762,1,7,10025880
1,-0.055843341,44,7,16738740
1,-0.081371206,13,11,8421376
1,-0.074381616,6,3,9109643
1,-0.039144595,6,3,9109643
1,-0.068637474,8,7,3100495
1,-0.117879565,4,9,11529966
1,-0.05397563,4,9,11529966
1,-0.091938303,12,15,9699539
1,-0.084604186,12,15,9699539
1,-0.111301393,7,2,4620980
1,-0.024829303,7,2,4620980
1,-0.090717507,12,15,9699539
1,-0.052134724,44,7,16738740
6,-0.270719838,7,2,4620980
8,-0.080725718,1,7,16747520
6,-0.153588347,22,5,3100495
6,-0.084498324,18,13,9419919
